# binary black hole Inspiral Simulation
# m1_solar=36.0
# m2_solar=29.0
# r_horizon_1_m=106320.21775440763
# r_horizon_2_m=85646.84207993947
# distance_mpc=410.0
# pn_order=2.5
# eccentricity=0.5
t_sec,bh1_x_m,bh1_y_m,bh1_z_m,bh2_x_m,bh2_y_m,bh2_z_m,separation_m,velocity_m_s,f_gw_hz,phase_rad,h_plus,h_cross
1.8215532509e-02,2.2035521242e+06,2.3768595099e+05,0.0000000000e+00,-2.7354440162e+06,-2.9505842192e+05,-0.0000000000e+00,4.9676452612e+06,2.9762289896e+07,2.6701971374e+00,1.0744947574e-01,1.4155745002e-22,3.0897652343e-23
1.8399527787e-02,2.2029989036e+06,2.4006601947e+05,0.0000000000e+00,-2.7347572597e+06,-2.9801298968e+05,-0.0000000000e+00,4.9669875124e+06,2.9770243714e+07,2.6707275527e+00,1.0854407289e-01,1.4150820652e-22,3.1211607441e-23
1.8583523065e-02,2.2024400987e+06,2.4244545709e+05,0.0000000000e+00,-2.7340635708e+06,-3.0096677431e+05,-0.0000000000e+00,4.9663231200e+06,2.9778277758e+07,2.6712635036e+00,1.0963895143e-01,1.4145844318e-22,3.1525617880e-23
1.8767518343e-02,2.2018757086e+06,2.4482425735e+05,0.0000000000e+00,-2.7333629486e+06,-3.0391976774e+05,-0.0000000000e+00,4.9656520829e+06,2.9786392036e+07,2.6718049966e+00,1.1073411431e-01,1.4140815925e-22,3.1839684179e-23
1.8951513621e-02,2.2013057327e+06,2.4720241374e+05,0.0000000000e+00,-2.7326553923e+06,-3.0687196188e+05,-0.0000000000e+00,4.9649744004e+06,2.9794586556e+07,2.6723520380e+00,1.1182956447e-01,1.4135735395e-22,3.2153806855e-23
1.9135508899e-02,2.2007301701e+06,2.4957991975e+05,0.0000000000e+00,-2.7319409008e+06,-3.0982334866e+05,-0.0000000000e+00,4.9642900712e+06,2.9802861327e+07,2.6729046341e+00,1.1292530485e-01,1.4130602652e-22,3.2467986425e-23
1.9319504177e-02,2.2001490202e+06,2.5195676887e+05,0.0000000000e+00,-2.7312194733e+06,-3.1277391997e+05,-0.0000000000e+00,4.9635990944e+06,2.9811216358e+07,2.6734627914e+00,1.1402133840e-01,1.4125417617e-22,3.2782223403e-23
1.9503499454e-02,2.1995622821e+06,2.5433295456e+05,0.0000000000e+00,-2.7304911088e+06,-3.1572366773e+05,-0.0000000000e+00,4.9629014689e+06,2.9819651658e+07,2.6740265164e+00,1.1511766809e-01,1.4120180209e-22,3.3096518303e-23
1.9687494732e-02,2.1989699551e+06,2.5670847029e+05,0.0000000000e+00,-2.7297558064e+06,-3.1867258381e+05,-0.0000000000e+00,4.9621971938e+06,2.9828167235e+07,2.6745958158e+00,1.1621429686e-01,1.4114890350e-22,3.3410871638e-23
1.9871490010e-02,2.1983720385e+06,2.5908330954e+05,0.0000000000e+00,-2.7290135650e+06,-3.2162066011e+05,-0.0000000000e+00,4.9614862678e+06,2.9836763100e+07,2.6751706963e+00,1.1731122769e-01,1.4109547957e-22,3.3725283919e-23
2.0055485288e-02,2.1977685314e+06,2.6145746574e+05,0.0000000000e+00,-2.7282643838e+06,-3.2456788851e+05,-0.0000000000e+00,4.9607686901e+06,2.9845439262e+07,2.6757511645e+00,1.1840846354e-01,1.4104152949e-22,3.4039755657e-23
2.0239480566e-02,2.1971594330e+06,2.6383093236e+05,0.0000000000e+00,-2.7275082616e+06,-3.2751426087e+05,-0.0000000000e+00,4.9600444595e+06,2.9854195730e+07,2.6763372273e+00,1.1950600738e-01,1.4098705243e-22,3.4354287361e-23
2.0423475844e-02,2.1965447426e+06,2.6620370284e+05,0.0000000000e+00,-2.7267451977e+06,-3.3045976904e+05,-0.0000000000e+00,4.9593135749e+06,2.9863032513e+07,2.6769288915e+00,1.2060386218e-01,1.4093204756e-22,3.4668879538e-23
2.0607471122e-02,2.1959244593e+06,2.6857577061e+05,0.0000000000e+00,-2.7259751908e+06,-3.3340440490e+05,-0.0000000000e+00,4.9585760352e+06,2.9871949623e+07,2.6775261642e+00,1.2170203093e-01,1.4087651402e-22,3.4983532694e-23
2.0791466400e-02,2.1952985823e+06,2.7094712911e+05,0.0000000000e+00,-2.7251982401e+06,-3.3634816027e+05,-0.0000000000e+00,4.9578318393e+06,2.9880947067e+07,2.6781290523e+00,1.2280051661e-01,1.4082045098e-22,3.5298247336e-23
2.0975461677e-02,2.1946671108e+06,2.7331777175e+05,0.0000000000e+00,-2.7244143444e+06,-3.3929102700e+05,-0.0000000000e+00,4.9570809862e+06,2.9890024857e+07,2.6787375630e+00,1.2389932220e-01,1.4076385756e-22,3.5613023966e-23
2.1159456955e-02,2.1940300440e+06,2.7568769195e+05,0.0000000000e+00,-2.7236235029e+06,-3.4223299691e+05,-0.0000000000e+00,4.9563234746e+06,2.9899183003e+07,2.6793517034e+00,1.2499845070e-01,1.4070673290e-22,3.5927863088e-23
2.1343452233e-02,2.1933873810e+06,2.7805688313e+05,0.0000000000e+00,-2.7228257144e+06,-3.4517406182e+05,-0.0000000000e+00,4.9555593035e+06,2.9908421515e+07,2.6799714807e+00,1.2609790511e-01,1.4064907612e-22,3.6242765203e-23
2.1527447511e-02,2.1927391210e+06,2.8042533869e+05,0.0000000000e+00,-2.7220209779e+06,-3.4811421355e+05,-0.0000000000e+00,4.9547884716e+06,2.9917740404e+07,2.6805969023e+00,1.2719768843e-01,1.4059088633e-22,3.6557730810e-23
2.1711442789e-02,2.1920852632e+06,2.8279305202e+05,0.0000000000e+00,-2.7212092923e+06,-3.5105344389e+05,-0.0000000000e+00,4.9540109779e+06,2.9927139680e+07,2.6812279755e+00,1.2829780365e-01,1.4053216264e-22,3.6872760408e-23
2.1895438067e-02,2.1914258067e+06,2.8516001652e+05,0.0000000000e+00,-2.7203906565e+06,-3.5399174465e+05,-0.0000000000e+00,4.9532268212e+06,2.9936619354e+07,2.6818647077e+00,1.2939825380e-01,1.4047290413e-22,3.7187854495e-23
2.2079433345e-02,2.1907607505e+06,2.8752622556e+05,0.0000000000e+00,-2.7195650696e+06,-3.5692910760e+05,-0.0000000000e+00,4.9524360002e+06,2.9946179438e+07,2.6825071066e+00,1.3049904188e-01,1.4041310991e-22,3.7503013565e-23
2.2263428622e-02,2.1900900939e+06,2.8989167253e+05,0.0000000000e+00,-2.7187325304e+06,-3.5986552452e+05,-0.0000000000e+00,4.9516385139e+06,2.9955819942e+07,2.6831551796e+00,1.3160017092e-01,1.4035277905e-22,3.7818238113e-23
2.2447423900e-02,2.1894138360e+06,2.9225635078e+05,0.0000000000e+00,-2.7178930378e+06,-3.6280098718e+05,-0.0000000000e+00,4.9508343610e+06,2.9965540877e+07,2.6838089344e+00,1.3270164394e-01,1.4029191061e-22,3.8133528633e-23
2.2631419178e-02,2.1887319759e+06,2.9462025369e+05,0.0000000000e+00,-2.7170465907e+06,-3.6573548734e+05,-0.0000000000e+00,4.9500235403e+06,2.9975342255e+07,2.6844683789e+00,1.3380346396e-01,1.4023050367e-22,3.8448885615e-23
2.2815414456e-02,2.1880445126e+06,2.9698337460e+05,0.0000000000e+00,-2.7161931881e+06,-3.6866901675e+05,-0.0000000000e+00,4.9492060506e+06,2.9985224088e+07,2.6851335207e+00,1.3490563402e-01,1.4016855727e-22,3.8764309550e-23
2.2999409734e-02,2.1873514453e+06,2.9934570686e+05,0.0000000000e+00,-2.7153328287e+06,-3.7160156714e+05,-0.0000000000e+00,4.9483818906e+06,2.9995186388e+07,2.6858043678e+00,1.3600815716e-01,1.4010607045e-22,3.9079800926e-23
2.3183405012e-02,2.1866527731e+06,3.0170724382e+05,0.0000000000e+00,-2.7144655115e+06,-3.7453313025e+05,-0.0000000000e+00,4.9475510592e+06,3.0005229165e+07,2.6864809280e+00,1.3711103641e-01,1.4004304226e-22,3.9395360230e-23
2.3367400290e-02,2.1859484951e+06,3.0406797879e+05,0.0000000000e+00,-2.7135912353e+06,-3.7746369781e+05,-0.0000000000e+00,4.9467135550e+06,3.0015352433e+07,2.6871632096e+00,1.3821427483e-01,1.3997947171e-22,3.9710987947e-23
2.3551395568e-02,2.1852386102e+06,3.0642790511e+05,0.0000000000e+00,-2.7127099989e+06,-3.8039326151e+05,-0.0000000000e+00,4.9458693769e+06,3.0025556204e+07,2.6878512204e+00,1.3931787547e-01,1.3991535783e-22,4.0026684562e-23
2.3735390845e-02,2.1845231177e+06,3.0878701609e+05,0.0000000000e+00,-2.7118218013e+06,-3.8332181308e+05,-0.0000000000e+00,4.9450185235e+06,3.0035840490e+07,2.6885449688e+00,1.4042184138e-01,1.3985069963e-22,4.0342450556e-23
2.3919386123e-02,2.1838020165e+06,3.1114530504e+05,0.0000000000e+00,-2.7109266412e+06,-3.8624934419e+05,-0.0000000000e+00,4.9441609935e+06,3.0046205304e+07,2.6892444629e+00,1.4152617563e-01,1.3978549609e-22,4.0658286411e-23
2.4103381401e-02,2.1830753058e+06,3.1350276526e+05,0.0000000000e+00,-2.7100245175e+06,-3.8917584653e+05,-0.0000000000e+00,4.9432967858e+06,3.0056650658e+07,2.6899497112e+00,1.4263088128e-01,1.3971974623e-22,4.0974192605e-23
2.4287376679e-02,2.1823429845e+06,3.1585939005e+05,0.0000000000e+00,-2.7091154290e+06,-3.9210131178e+05,-0.0000000000e+00,4.9424258989e+06,3.0067176565e+07,2.6906607218e+00,1.4373596141e-01,1.3965344901e-22,4.1290169616e-23
2.4471371957e-02,2.1816050517e+06,3.1821517268e+05,0.0000000000e+00,-2.7081993745e+06,-3.9502573161e+05,-0.0000000000e+00,4.9415483316e+06,3.0077783039e+07,2.6913775034e+00,1.4484141909e-01,1.3958660341e-22,4.1606217921e-23
2.4655367235e-02,2.1808615064e+06,3.2057010645e+05,0.0000000000e+00,-2.7072763528e+06,-3.9794909766e+05,-0.0000000000e+00,4.9406640826e+06,3.0088470092e+07,2.6921000645e+00,1.4594725740e-01,1.3951920839e-22,4.1922337992e-23
2.4839362513e-02,2.1801123477e+06,3.2292418460e+05,0.0000000000e+00,-2.7063463626e+06,-4.0087140158e+05,-0.0000000000e+00,4.9397731505e+06,3.0099237739e+07,2.6928284137e+00,1.4705347943e-01,1.3945126292e-22,4.2238530304e-23
2.5023357791e-02,2.1793575745e+06,3.2527740042e+05,0.0000000000e+00,-2.7054094029e+06,-4.0379263500e+05,-0.0000000000e+00,4.9388755340e+06,3.0110085993e+07,2.6935625597e+00,1.4816008828e-01,1.3938276592e-22,4.2554795326e-23
2.5207353068e-02,2.1785971860e+06,3.2762974714e+05,0.0000000000e+00,-2.7044654722e+06,-4.0671278956e+05,-0.0000000000e+00,4.9379712317e+06,3.0121014868e+07,2.6943025113e+00,1.4926708704e-01,1.3931371636e-22,4.2871133528e-23
2.5391348346e-02,2.1778311810e+06,3.2998121802e+05,0.0000000000e+00,-2.7035145695e+06,-4.0963185685e+05,-0.0000000000e+00,4.9370602423e+06,3.0132024377e+07,2.6950482772e+00,1.5037447881e-01,1.3924411314e-22,4.3187545378e-23
2.5575343624e-02,2.1770595585e+06,3.3233180629e+05,0.0000000000e+00,-2.7025566934e+06,-4.1254982850e+05,-0.0000000000e+00,4.9361425643e+06,3.0143114535e+07,2.6957998665e+00,1.5148226670e-01,1.3917395519e-22,4.3504031341e-23
2.5759338902e-02,2.1762823177e+06,3.3468150518e+05,0.0000000000e+00,-2.7015918426e+06,-4.1546669608e+05,-0.0000000000e+00,4.9352181966e+06,3.0154285357e+07,2.6965572881e+00,1.5259045384e-01,1.3910324142e-22,4.3820591881e-23
2.5943334180e-02,2.1754994574e+06,3.3703030790e+05,0.0000000000e+00,-2.7006200160e+06,-4.1838245119e+05,-0.0000000000e+00,4.9342871375e+06,3.0165536856e+07,2.6973205511e+00,1.5369904332e-01,1.3903197072e-22,4.4137227459e-23
2.6127329458e-02,2.1747109765e+06,3.3937820768e+05,0.0000000000e+00,-2.6996412123e+06,-4.2129708539e+05,-0.0000000000e+00,4.9333493858e+06,3.0176869048e+07,2.6980896646e+00,1.5480803829e-01,1.3896014200e-22,4.4453938537e-23
2.6311324736e-02,2.1739168742e+06,3.4172519770e+05,0.0000000000e+00,-2.6986554301e+06,-4.2421059025e+05,-0.0000000000e+00,4.9324049400e+06,3.0188281948e+07,2.6988646380e+00,1.5591744187e-01,1.3888775413e-22,4.4770725573e-23
2.6495320014e-02,2.1731171493e+06,3.4407127117e+05,0.0000000000e+00,-2.6976626681e+06,-4.2712295731e+05,-0.0000000000e+00,4.9314537986e+06,3.0199775570e+07,2.6996454803e+00,1.5702725720e-01,1.3881480599e-22,4.5087589024e-23
2.6679315291e-02,2.1723118008e+06,3.4641642127e+05,0.0000000000e+00,-2.6966629252e+06,-4.3003417813e+05,-0.0000000000e+00,4.9304959604e+06,3.0211349930e+07,2.7004322012e+00,1.5813748741e-01,1.3874129643e-22,4.5404529343e-23
2.6863310569e-02,2.1715008276e+06,3.4876064117e+05,0.0000000000e+00,-2.6956561998e+06,-4.3294424422e+05,-0.0000000000e+00,4.9295314238e+06,3.0223005044e+07,2.7012248099e+00,1.5924813566e-01,1.3866722432e-22,4.5721546985e-23
2.7047305847e-02,2.1706842287e+06,3.5110392405e+05,0.0000000000e+00,-2.6946424908e+06,-4.3585314710e+05,-0.0000000000e+00,4.9285601873e+06,3.0234740927e+07,2.7020233162e+00,1.6035920510e-01,1.3859258849e-22,4.6038642399e-23
2.7231301125e-02,2.1698620030e+06,3.5344626306e+05,0.0000000000e+00,-2.6936217968e+06,-4.3876087828e+05,-0.0000000000e+00,4.9275822495e+06,3.0246557595e+07,2.7028277294e+00,1.6147069889e-01,1.3851738779e-22,4.6355816036e-23
2.7415296403e-02,2.1690341494e+06,3.5578765135e+05,0.0000000000e+00,-2.6925941165e+06,-4.4166742927e+05,-0.0000000000e+00,4.9265976090e+06,3.0258455065e+07,2.7036380595e+00,1.6258262019e-01,1.3844162103e-22,4.6673068341e-23
2.7599291681e-02,2.1682006668e+06,3.5812808207e+05,0.0000000000e+00,-2.6915594484e+06,-4.4457279153e+05,-0.0000000000e+00,4.9256062642e+06,3.0270433352e+07,2.7044543160e+00,1.6369497217e-01,1.3836528704e-22,4.6990399760e-23
2.7783286959e-02,2.1673615541e+06,3.6046754833e+05,0.0000000000e+00,-2.6905177914e+06,-4.4747695655e+05,-0.0000000000e+00,4.9246082137e+06,3.0282492474e+07,2.7052765090e+00,1.6480775801e-01,1.3828838462e-22,4.7307810736e-23
2.7967282236e-02,2.1665168103e+06,3.6280604327e+05,0.0000000000e+00,-2.6894691439e+06,-4.5037991579e+05,-0.0000000000e+00,4.9236034559e+06,3.0294632446e+07,2.7061046483e+00,1.6592098090e-01,1.3821091257e-22,4.7625301709e-23
2.8151277514e-02,2.1656664342e+06,3.6514356000e+05,0.0000000000e+00,-2.6884135045e+06,-4.5328166069e+05,-0.0000000000e+00,4.9225919894e+06,3.0306853287e+07,2.7069387439e+00,1.6703464401e-01,1.3813286968e-22,4.7942873120e-23
2.8335272792e-02,2.1648104247e+06,3.6748009161e+05,0.0000000000e+00,-2.6873508721e+06,-4.5618218269e+05,-0.0000000000e+00,4.9215738125e+06,3.0319155012e+07,2.7077788059e+00,1.6814875055e-01,1.3805425473e-22,4.8260525404e-23
2.8519268070e-02,2.1639487807e+06,3.6981563122e+05,0.0000000000e+00,-2.6862812450e+06,-4.5908147323e+05,-0.0000000000e+00,4.9205489239e+06,3.0331537640e+07,2.7086248446e+00,1.6926330371e-01,1.3797506647e-22,4.8578258996e-23
2.8703263348e-02,2.1630815010e+06,3.7215017188e+05,0.0000000000e+00,-2.6852046220e+06,-4.6197952372e+05,-0.0000000000e+00,4.9195173218e+06,3.0344001189e+07,2.7094768701e+00,1.7037830671e-01,1.3789530369e-22,4.8896074329e-23
2.8887258626e-02,2.1622085846e+06,3.7448370670e+05,0.0000000000e+00,-2.6841210015e+06,-4.6487632555e+05,-0.0000000000e+00,4.9184790048e+06,3.0356545674e+07,2.7103348927e+00,1.7149376275e-01,1.3781496511e-22,4.9213971834e-23
2.9071253904e-02,2.1613300302e+06,3.7681622872e+05,0.0000000000e+00,-2.6830303823e+06,-4.6777187013e+05,-0.0000000000e+00,4.9174339714e+06,3.0369171116e+07,2.7111989230e+00,1.7260967506e-01,1.3773404949e-22,4.9531951938e-23
2.9255249182e-02,2.1604458367e+06,3.7914773100e+05,0.0000000000e+00,-2.6819327628e+06,-4.7066614883e+05,-0.0000000000e+00,4.9163822198e+06,3.0381877532e+07,2.7120689713e+00,1.7372604686e-01,1.3765255555e-22,4.9850015067e-23
2.9439244459e-02,2.1595560030e+06,3.8147820659e+05,0.0000000000e+00,-2.6808281416e+06,-4.7355915301e+05,-0.0000000000e+00,4.9153237486e+06,3.0394664941e+07,2.7129450484e+00,1.7484288138e-01,1.3757048202e-22,5.0168161647e-23
2.9623239737e-02,2.1586605278e+06,3.8380764852e+05,0.0000000000e+00,-2.6797165173e+06,-4.7645087403e+05,-0.0000000000e+00,4.9142585561e+06,3.0407533361e+07,2.7138271647e+00,1.7596018186e-01,1.3748782760e-22,5.0486392097e-23
2.9807235015e-02,2.1577594101e+06,3.8613604983e+05,0.0000000000e+00,-2.6785978884e+06,-4.7934130324e+05,-0.0000000000e+00,4.9131866407e+06,3.0420482811e+07,2.7147153312e+00,1.7707795154e-01,1.3740459099e-22,5.0804706838e-23
2.9991230293e-02,2.1568526486e+06,3.8846340352e+05,0.0000000000e+00,-2.6774722534e+06,-4.8223043196e+05,-0.0000000000e+00,4.9121080009e+06,3.0433513311e+07,2.7156095585e+00,1.7819619369e-01,1.3732077089e-22,5.1123106287e-23
3.0175225571e-02,2.1559402421e+06,3.9078970260e+05,0.0000000000e+00,-2.6763396108e+06,-4.8511825151e+05,-0.0000000000e+00,4.9110226349e+06,3.0446624880e+07,2.7165098577e+00,1.7931491155e-01,1.3723636597e-22,5.1441590858e-23
3.0359220849e-02,2.1550221894e+06,3.9311494007e+05,0.0000000000e+00,-2.6751999593e+06,-4.8800475319e+05,-0.0000000000e+00,4.9099305412e+06,3.0459817537e+07,2.7174162397e+00,1.8043410839e-01,1.3715137491e-22,5.1760160963e-23
3.0543216127e-02,2.1540984894e+06,3.9543910891e+05,0.0000000000e+00,-2.6740532972e+06,-4.9088992830e+05,-0.0000000000e+00,4.9088317181e+06,3.0473091302e+07,2.7183287155e+00,1.8155378748e-01,1.3706579636e-22,5.2078817013e-23
3.0727211405e-02,2.1531691408e+06,3.9776220209e+05,0.0000000000e+00,-2.6728996231e+06,-4.9377376811e+05,-0.0000000000e+00,4.9077261639e+06,3.0486446195e+07,2.7192472964e+00,1.8267395210e-01,1.3697962898e-22,5.2397559416e-23
3.0911206682e-02,2.1522341424e+06,4.0008421258e+05,0.0000000000e+00,-2.6717389354e+06,-4.9665626390e+05,-0.0000000000e+00,4.9066138769e+06,3.0499882238e+07,2.7201719936e+00,1.8379460554e-01,1.3689287141e-22,5.2716388576e-23
3.1095201960e-02,2.1512934929e+06,4.0240513334e+05,0.0000000000e+00,-2.6705712326e+06,-4.9953740691e+05,-0.0000000000e+00,4.9054948555e+06,3.0513399449e+07,2.7211028184e+00,1.8491575109e-01,1.3680552228e-22,5.3035304896e-23
3.1279197238e-02,2.1503471912e+06,4.0472495731e+05,0.0000000000e+00,-2.6693965133e+06,-5.0241718838e+05,-0.0000000000e+00,4.9043690980e+06,3.0526997851e+07,2.7220397822e+00,1.8603739204e-01,1.3671758021e-22,5.3354308776e-23
3.1463192516e-02,2.1493952360e+06,4.0704367741e+05,0.0000000000e+00,-2.6682147758e+06,-5.0529559954e+05,-0.0000000000e+00,4.9032366027e+06,3.0540677464e+07,2.7229828966e+00,1.8715953170e-01,1.3662904381e-22,5.3673400615e-23
3.1647187794e-02,2.1484376261e+06,4.0936128657e+05,0.0000000000e+00,-2.6670260186e+06,-5.0817263161e+05,-0.0000000000e+00,4.9020973679e+06,3.0554438309e+07,2.7239321731e+00,1.8828217338e-01,1.3653991167e-22,5.3992580808e-23
3.1831183072e-02,2.1474743601e+06,4.1167777771e+05,0.0000000000e+00,-2.6658302401e+06,-5.1104827578e+05,-0.0000000000e+00,4.9009513917e+06,3.0568280408e+07,2.7248876234e+00,1.8940532041e-01,1.3645018240e-22,5.4311849746e-23
3.2015178350e-02,2.1465054368e+06,4.1399314372e+05,0.0000000000e+00,-2.6646274388e+06,-5.1392252324e+05,-0.0000000000e+00,4.8997986726e+06,3.0582203783e+07,2.7258492593e+00,1.9052897611e-01,1.3635985456e-22,5.4631207821e-23
3.2199173628e-02,2.1455308550e+06,4.1630737749e+05,0.0000000000e+00,-2.6634176131e+06,-5.1679536517e+05,-0.0000000000e+00,4.8986392088e+06,3.0596208456e+07,2.7268170926e+00,1.9165314381e-01,1.3626892674e-22,5.4950655419e-23
3.2383168905e-02,2.1445506134e+06,4.1862047191e+05,0.0000000000e+00,-2.6622007614e+06,-5.1966679271e+05,-0.0000000000e+00,4.8974729984e+06,3.0610294449e+07,2.7277911352e+00,1.9277782686e-01,1.3617739747e-22,5.5270192925e-23
3.2567164183e-02,2.1435647106e+06,4.2093241982e+05,0.0000000000e+00,-2.6609768821e+06,-5.2253679702e+05,-0.0000000000e+00,4.8963000398e+06,3.0624461785e+07,2.7287713992e+00,1.9390302860e-01,1.3608526533e-22,5.5589820723e-23
3.2751159461e-02,2.1425731454e+06,4.2324321411e+05,0.0000000000e+00,-2.6597459737e+06,-5.2540536924e+05,-0.0000000000e+00,4.8951203312e+06,3.0638710486e+07,2.7297578967e+00,1.9502875239e-01,1.3599252883e-22,5.5909539190e-23
3.2935154739e-02,2.1415759166e+06,4.2555284760e+05,0.0000000000e+00,-2.6585080344e+06,-5.2827250046e+05,-0.0000000000e+00,4.8939338707e+06,3.0653040576e+07,2.7307506398e+00,1.9615500160e-01,1.3589918652e-22,5.6229348704e-23
3.3119150017e-02,2.1405730227e+06,4.2786131313e+05,0.0000000000e+00,-2.6572630626e+06,-5.3113818181e+05,-0.0000000000e+00,4.8927406566e+06,3.0667452078e+07,2.7317496409e+00,1.9728177958e-01,1.3580523690e-22,5.6549249639e-23
3.3303145295e-02,2.1395644624e+06,4.3016860352e+05,0.0000000000e+00,-2.6560110568e+06,-5.3400240437e+05,-0.0000000000e+00,4.8915406870e+06,3.0681945016e+07,2.7327549123e+00,1.9840908973e-01,1.3571067849e-22,5.6869242366e-23
3.3487140573e-02,2.1385502345e+06,4.3247471159e+05,0.0000000000e+00,-2.6547520152e+06,-5.3686515921e+05,-0.0000000000e+00,4.8903339602e+06,3.0696519413e+07,2.7337664665e+00,1.9953693543e-01,1.3561550977e-22,5.7189327253e-23
3.3671135851e-02,2.1375303376e+06,4.3477963013e+05,0.0000000000e+00,-2.6534859363e+06,-5.3972643740e+05,-0.0000000000e+00,4.8891204743e+06,3.0711175294e+07,2.7347843161e+00,2.0066532007e-01,1.3551972924e-22,5.7509504665e-23
3.3855131128e-02,2.1365047704e+06,4.3708335192e+05,0.0000000000e+00,-2.6522128184e+06,-5.4258622997e+05,-0.0000000000e+00,4.8879002275e+06,3.0725912683e+07,2.7358084737e+00,2.0179424704e-01,1.3542333537e-22,5.7829774966e-23
3.4039126406e-02,2.1354735314e+06,4.3938586976e+05,0.0000000000e+00,-2.6509326597e+06,-5.4544452797e+05,-0.0000000000e+00,4.8866732179e+06,3.0740731605e+07,2.7368389521e+00,2.0292371977e-01,1.3532632662e-22,5.8150138516e-23
3.4223121684e-02,2.1344366195e+06,4.4168717639e+05,0.0000000000e+00,-2.6496454587e+06,-5.4830132241e+05,-0.0000000000e+00,4.8854394437e+06,3.0755632085e+07,2.7378757640e+00,2.0405374167e-01,1.3522870144e-22,5.8470595670e-23
3.4407116962e-02,2.1333940331e+06,4.4398726457e+05,0.0000000000e+00,-2.6483512135e+06,-5.5115660429e+05,-0.0000000000e+00,4.8841989030e+06,3.0770614147e+07,2.7389189224e+00,2.0518431615e-01,1.3513045829e-22,5.8791146782e-23
3.4591112240e-02,2.1323457710e+06,4.4628612704e+05,0.0000000000e+00,-2.6470499226e+06,-5.5401036460e+05,-0.0000000000e+00,4.8829515938e+06,3.0785677818e+07,2.7399684403e+00,2.0631544666e-01,1.3503159558e-22,5.9111792205e-23
3.4775107518e-02,2.1312918318e+06,4.4858375653e+05,0.0000000000e+00,-2.6457415843e+06,-5.5686259431e+05,-0.0000000000e+00,4.8816975144e+06,3.0800823124e+07,2.7410243308e+00,2.0744713663e-01,1.3493211174e-22,5.9432532284e-23
3.4959102796e-02,2.1302322140e+06,4.5088014575e+05,0.0000000000e+00,-2.6444261967e+06,-5.5971328438e+05,-0.0000000000e+00,4.8804366628e+06,3.0816050090e+07,2.7420866071e+00,2.0857938951e-01,1.3483200517e-22,5.9753367366e-23
3.5143098073e-02,2.1291669163e+06,4.5317528741e+05,0.0000000000e+00,-2.6431037582e+06,-5.6256242575e+05,-0.0000000000e+00,4.8791690371e+06,3.0831358743e+07,2.7431552825e+00,2.0971220875e-01,1.3473127428e-22,6.0074297791e-23
3.5327093351e-02,2.1280959373e+06,4.5546917419e+05,0.0000000000e+00,-2.6417742670e+06,-5.6541000934e+05,-0.0000000000e+00,4.8778946353e+06,3.0846749110e+07,2.7442303704e+00,2.1084559783e-01,1.3462991746e-22,6.0395323898e-23
3.5511088629e-02,2.1270192756e+06,4.5776179879e+05,0.0000000000e+00,-2.6404377214e+06,-5.6825602608e+05,-0.0000000000e+00,4.8766134555e+06,3.0862221217e+07,2.7453118842e+00,2.1197956021e-01,1.3452793308e-22,6.0716446022e-23
3.5695083907e-02,2.1259369297e+06,4.6005315385e+05,0.0000000000e+00,-2.6390941196e+06,-5.7110046685e+05,-0.0000000000e+00,4.8753254958e+06,3.0877775092e+07,2.7463998376e+00,2.1311409938e-01,1.3442531950e-22,6.1037664496e-23
3.5879079185e-02,2.1248488983e+06,4.6234323204e+05,0.0000000000e+00,-2.6377434599e+06,-5.7394332253e+05,-0.0000000000e+00,4.8740307543e+06,3.0893410763e+07,2.7474942442e+00,2.1424921882e-01,1.3432207507e-22,6.1358979648e-23
3.6063074463e-02,2.1237551799e+06,4.6463202599e+05,0.0000000000e+00,-2.6363857405e+06,-5.7678458399e+05,-0.0000000000e+00,4.8727292289e+06,3.0909128257e+07,2.7485951177e+00,2.1538492203e-01,1.3421819815e-22,6.1680391805e-23
3.6247069741e-02,2.1226557731e+06,4.6691952834e+05,0.0000000000e+00,-2.6350209597e+06,-5.7962424208e+05,-0.0000000000e+00,4.8714209176e+06,3.0924927602e+07,2.7497024720e+00,2.1652121251e-01,1.3411368707e-22,6.2001901287e-23
3.6431065019e-02,2.1215506764e+06,4.6920573171e+05,0.0000000000e+00,-2.6336491155e+06,-5.8246228763e+05,-0.0000000000e+00,4.8701058185e+06,3.0940808827e+07,2.7508163211e+00,2.1765809379e-01,1.3400854013e-22,6.2323508415e-23
3.6615060296e-02,2.1204398884e+06,4.7149062868e+05,0.0000000000e+00,-2.6322702063e+06,-5.8529871146e+05,-0.0000000000e+00,4.8687839296e+06,3.0956771961e+07,2.7519366790e+00,2.1879556938e-01,1.3390275566e-22,6.2645213503e-23
